SessionID,Date,Page,TrafficSource,Device,Country,Browser,SessionDuration_sec,PageViews,Bounced,NewUser,Conversions,Month,DayOfWeek,SessionDuration_min
S103524,2025-08-27,Pricing,Organic Search,Desktop,India,Firefox,413,3,0,1,0,August,Wednesday,6.88
S103525,2025-09-17,Products,Direct,Desktop,Germany,Opera,435,14,0,0,0,September,Wednesday,7.25
S103526,2025-12-31,Home,Social Media,Mobile,UK,Chrome,516,7,0,1,0,December,Wednesday,8.6
S103527,2025-06-12,Home,Organic Search,Mobile,India,Chrome,132,11,0,0,0,June,Thursday,2.2
S103528,2025-02-17,Support,Referral,Mobile,USA,Chrome,203,11,0,1,0,February,Monday,3.38
S103529,2025-11-25,Support,Organic Search,Mobile,India,Chrome,271,7,0,1,0,November,Tuesday,4.52
S103530,2025-11-24,Pricing,Organic Search,Desktop,USA,Firefox,25,4,0,0,0,November,Monday,0.42
S103531,2025-04-26,Signup,Organic Search,Tablet,India,Chrome,165,12,0,0,0,April,Saturday,2.75
S103532,2025-12-03,FAQ,Direct,Desktop,India,Chrome,6,7,0,0,0,December,Wednesday,0.1
S103533,2025-12-03,Blog,Social Media,Mobile,USA,Chrome,123,11,0,0,0,December,Wednesday,2.05
S103534,2025-08-13,Contact,Organic Search,Desktop,Germany,Firefox,30,14,0,1,1,August,Wednesday,0.5
S103535,2025-12-18,Products,Email,Desktop,Canada,Chrome,36,2,0,1,1,December,Thursday,0.6
S103536,2025-11-24,Products,Organic Search,Desktop,UK,Safari,81,1,1,1,0,November,Monday,1.35
S103537,2025-05-27,Home,Direct,Mobile,USA,Chrome,101,12,0,1,0,May,Tuesday,1.68
S103538,2025-03-04,Products,Social Media,Mobile,France,Chrome,175,2,0,0,0,March,Tuesday,2.92
S103539,2025-10-21,Pricing,Organic Search,Mobile,India,Chrome,13,4,0,0,1,October,Tuesday,0.22
S103540,2025-11-19,Products,Social Media,Desktop,India,Chrome,126,8,0,0,0,November,Wednesday,2.1
S103541,2025-11-21,Signup,Email,Desktop,USA,Chrome,36,3,0,0,0,November,Friday,0.6
S103542,2025-01-13,Products,Social Media,Mobile,USA,Chrome,153,10,0,0,0,January,Monday,2.55
S103543,2025-07-08,Home,Direct,Desktop,USA,Firefox,182,6,0,1,1,July,Tuesday,3.03
S103544,2025-10-14,Login,Paid Ads,Mobile,UK,Chrome,146,6,0,0,0,October,Tuesday,2.43
S103545,2025-07-27,Pricing,Referral,Mobile,India,Safari,241,13,0,1,0,July,Sunday,4.02
S103546,2025-04-24,Home,Organic Search,Desktop,USA,Chrome,73,9,0,0,0,April,Thursday,1.22
S103547,2025-01-22,Blog,Social Media,Mobile,USA,Chrome,260,9,0,0,0,January,Wednesday,4.33
S103548,2025-12-15,Products,Organic Search,Mobile,Australia,Chrome,102,4,0,1,0,December,Monday,1.7
S103549,2025-08-02,FAQ,Organic Search,Mobile,Canada,Edge,119,9,0,1,0,August,Saturday,1.98
S103550,2025-06-20,Contact,Organic Search,Mobile,UK,Chrome,187,13,0,1,0,June,Friday,3.12
S103551,2025-11-19,Home,Referral,Mobile,USA,Chrome,5,6,0,1,0,November,Wednesday,0.08
S103552,2025-02-23,Blog,Social Media,Mobile,UK,Chrome,191,2,0,0,0,February,Sunday,3.18
S103553,2025-10-25,Signup,Organic Search,Desktop,India,Firefox,173,10,0,1,0,October,Saturday,2.88
S103554,2025-11-16,Pricing,Organic Search,Desktop,France,Firefox,66,14,0,1,0,November,Sunday,1.1
S103555,2025-05-06,Signup,Paid Ads,Desktop,Australia,Chrome,16,11,0,1,0,May,Tuesday,0.27
S103556,2025-10-04,About,Direct,Desktop,USA,Firefox,17,6,0,1,0,October,Saturday,0.28
S103557,2025-07-23,Signup,Organic Search,Desktop,Germany,Chrome,462,2,0,0,0,July,Wednesday,7.7
S103558,2025-07-13,Login,Paid Ads,Mobile,USA,Chrome,210,8,0,1,0,July,Sunday,3.5
S103559,2025-06-18,Pricing,Social Media,Mobile,India,Firefox,24,4,0,1,0,June,Wednesday,0.4
S103560,2025-06-01,Products,Organic Search,Desktop,Germany,Edge,79,5,0,1,0,June,Sunday,1.32
S103561,2025-02-04,Signup,Direct,Desktop,USA,Firefox,161,8,0,1,1,February,Tuesday,2.68
S103562,2025-07-03,Contact,Paid Ads,Mobile,Canada,Chrome,324,14,0,1,0,July,Thursday,5.4
S103563,2025-10-13,Signup,Paid Ads,Desktop,USA,Chrome,8,11,0,0,0,October,Monday,0.13
S103564,2025-02-26,Products,Organic Search,Desktop,Australia,Edge,48,8,0,1,0,February,Wednesday,0.8
S103565,2025-08-10,Home,Organic Search,Mobile,UK,Chrome,396,12,0,1,0,August,Sunday,6.6
S103566,2025-10-30,Products,Organic Search,Mobile,Australia,Safari,5,14,0,1,0,October,Thursday,0.08
S103567,2025-06-12,Products,Direct,Mobile,India,Firefox,40,12,0,1,0,June,Thursday,0.67
S103568,2025-01-19,Blog,Email,Mobile,USA,Chrome,575,6,0,1,0,January,Sunday,9.58
S103569,2025-09-21,Blog,Organic Search,Desktop,Australia,Chrome,171,4,0,0,0,September,Sunday,2.85
S103570,2025-10-09,Blog,Email,Mobile,UK,Chrome,54,1,1,1,0,October,Thursday,0.9
S103571,2025-04-23,Signup,Social Media,Mobile,USA,Chrome,12,12,0,1,0,April,Wednesday,0.2
S103572,2025-11-23,Home,Social Media,Mobile,USA,Opera,5,7,0,0,0,November,Sunday,0.08
S103573,2025-01-30,Products,Paid Ads,Desktop,France,Chrome,50,8,0,1,0,January,Thursday,0.83
S103574,2025-05-15,Signup,Direct,Mobile,Germany,Chrome,383,9,0,1,0,May,Thursday,6.38
S103575,2025-03-08,Blog,Organic Search,Desktop,UK,Firefox,96,2,0,0,0,March,Saturday,1.6
S103576,2025-03-06,Blog,Social Media,Mobile,Australia,Chrome,229,1,1,1,0,March,Thursday,3.82
S103577,2025-10-19,Products,Email,Mobile,USA,Chrome,450,4,0,1,0,October,Sunday,7.5
S103578,2025-01-25,Blog,Organic Search,Mobile,France,Firefox,94,13,0,1,0,January,Saturday,1.57
S103579,2025-02-06,Home,Paid Ads,Mobile,UK,Safari,38,5,0,0,1,February,Thursday,0.63
S103580,2025-01-01,Blog,Organic Search,Desktop,USA,Chrome,131,10,0,1,0,January,Wednesday,2.18
S103581,2025-02-06,Support,Organic Search,Desktop,India,Edge,429,12,0,0,1,February,Thursday,7.15
S103582,2025-05-21,Blog,Organic Search,Desktop,USA,Chrome,293,1,1,0,0,May,Wednesday,4.88
S103583,2025-08-20,Home,Referral,Desktop,UK,Firefox,12,5,0,0,0,August,Wednesday,0.2
S103584,2025-05-16,Login,Direct,Desktop,Germany,Chrome,212,6,0,1,0,May,Friday,3.53
S103585,2025-07-07,Products,Organic Search,Mobile,Australia,Chrome,152,3,0,0,0,July,Monday,2.53
S103586,2025-05-08,Home,Referral,Desktop,Canada,Chrome,428,12,0,0,0,May,Thursday,7.13
S103587,2025-07-20,Signup,Email,Desktop,India,Chrome,23,7,0,0,0,July,Sunday,0.38
S103588,2025-05-07,Home,Paid Ads,Mobile,UK,Chrome,137,14,0,0,0,May,Wednesday,2.28
S103589,2025-09-14,FAQ,Organic Search,Mobile,UK,Edge,380,6,0,0,0,September,Sunday,6.33
S103590,2025-06-13,Products,Organic Search,Mobile,India,Firefox,94,4,0,0,0,June,Friday,1.57
S103591,2025-02-04,Pricing,Direct,Mobile,USA,Safari,118,3,0,1,0,February,Tuesday,1.97
S103592,2025-07-13,Blog,Email,Mobile,USA,Chrome,13,5,0,1,0,July,Sunday,0.22
S103593,2025-07-10,About,Social Media,Desktop,India,Safari,58,3,0,1,0,July,Thursday,0.97
S103594,2025-04-14,Pricing,Social Media,Mobile,India,Safari,70,10,0,1,0,April,Monday,1.17
S103595,2025-01-23,Support,Email,Desktop,Germany,Chrome,522,9,0,1,0,January,Thursday,8.7
S103596,2025-09-22,Login,Organic Search,Desktop,UK,Chrome,59,9,0,1,0,September,Monday,0.98
S103597,2025-10-17,Contact,Social Media,Desktop,Germany,Chrome,111,6,0,0,0,October,Friday,1.85
S103598,2025-09-17,Support,Direct,Desktop,UK,Chrome,200,13,0,1,0,September,Wednesday,3.33
S103599,2025-12-24,About,Organic Search,Mobile,India,Opera,31,11,0,0,0,December,Wednesday,0.52
S103600,2025-03-16,Home,Organic Search,Mobile,India,Chrome,119,6,0,1,0,March,Sunday,1.98
S103601,2025-12-21,Home,Email,Desktop,India,Chrome,241,12,0,1,0,December,Sunday,4.02
S103602,2025-03-13,Pricing,Paid Ads,Mobile,USA,Safari,362,14,0,0,1,March,Thursday,6.03
S103603,2025-09-16,Signup,Organic Search,Mobile,Canada,Chrome,177,4,0,1,0,September,Tuesday,2.95
S103604,2025-07-07,Contact,Organic Search,Mobile,UK,Chrome,199,4,0,0,0,July,Monday,3.32
S103605,2025-06-22,FAQ,Organic Search,Tablet,India,Chrome,24,2,0,0,0,June,Sunday,0.4
S103606,2025-10-17,Pricing,Paid Ads,Desktop,India,Chrome,524,10,0,1,0,October,Friday,8.73
S103607,2025-02-14,Products,Social Media,Mobile,UK,Chrome,25,4,0,1,1,February,Friday,0.42
S103608,2025-03-02,Home,Referral,Desktop,UK,Firefox,268,8,0,0,0,March,Sunday,4.47
S103609,2025-03-24,FAQ,Paid Ads,Mobile,UK,Chrome,55,13,0,1,1,March,Monday,0.92
S103610,2025-05-03,Home,Organic Search,Tablet,India,Chrome,488,10,0,1,0,May,Saturday,8.13
S103611,2025-12-24,Blog,Organic Search,Mobile,USA,Chrome,229,2,0,0,0,December,Wednesday,3.82
S103612,2025-01-16,Products,Direct,Desktop,USA,Chrome,252,9,0,1,0,January,Thursday,4.2
S103613,2025-03-07,About,Organic Search,Desktop,Australia,Firefox,44,14,0,1,0,March,Friday,0.73
S103614,2025-05-25,Contact,Organic Search,Desktop,India,Chrome,105,1,1,1,0,May,Sunday,1.75
S103615,2025-06-11,Home,Organic Search,Mobile,India,Safari,173,13,0,0,0,June,Wednesday,2.88
S103616,2025-08-22,FAQ,Social Media,Desktop,UK,Chrome,264,2,0,1,0,August,Friday,4.4
S103617,2025-05-24,Products,Direct,Desktop,India,Firefox,19,2,0,1,0,May,Saturday,0.32
S103618,2025-12-24,Pricing,Organic Search,Mobile,UK,Firefox,590,11,0,1,0,December,Wednesday,9.83
S103619,2025-07-07,Pricing,Social Media,Desktop,India,Chrome,397,13,0,0,0,July,Monday,6.62
S103620,2025-11-18,Pricing,Organic Search,Mobile,India,Opera,56,14,0,0,0,November,Tuesday,0.93
S103621,2025-01-13,FAQ,Email,Desktop,Australia,Chrome,311,6,0,0,0,January,Monday,5.18
S103622,2025-07-03,Home,Social Media,Desktop,USA,Safari,131,14,0,0,1,July,Thursday,2.18
S103623,2025-04-21,Home,Organic Search,Desktop,India,Chrome,111,7,0,0,0,April,Monday,1.85
S103624,2025-10-17,Home,Social Media,Tablet,India,Chrome,67,13,0,1,0,October,Friday,1.12
S103625,2025-10-22,Signup,Direct,Mobile,Canada,Chrome,156,3,0,0,0,October,Wednesday,2.6
S103626,2025-08-03,Support,Organic Search,Desktop,UK,Firefox,235,11,0,1,0,August,Sunday,3.92
S103627,2025-04-30,Products,Organic Search,Mobile,France,Firefox,95,9,0,0,0,April,Wednesday,1.58
S103628,2025-02-24,Pricing,Referral,Mobile,Australia,Chrome,178,5,0,1,0,February,Monday,2.97
S103629,2025-01-27,Home,Organic Search,Desktop,Germany,Firefox,216,5,0,0,0,January,Monday,3.6
S103630,2025-04-28,Home,Direct,Mobile,USA,Safari,223,11,0,1,0,April,Monday,3.72
S103631,2025-08-09,Pricing,Paid Ads,Desktop,Australia,Safari,9,12,0,1,1,August,Saturday,0.15
S103632,2025-08-19,Home,Organic Search,Desktop,USA,Chrome,353,4,0,1,0,August,Tuesday,5.88
S103633,2025-02-22,Products,Organic Search,Mobile,Australia,Chrome,110,9,0,0,0,February,Saturday,1.83
S103634,2025-10-22,Pricing,Paid Ads,Desktop,Germany,Chrome,54,8,0,0,0,October,Wednesday,0.9
S103635,2025-11-17,Login,Organic Search,Tablet,UK,Chrome,49,12,0,1,0,November,Monday,0.82
S103636,2025-08-21,Products,Social Media,Desktop,USA,Chrome,118,4,0,0,0,August,Thursday,1.97
S103637,2025-06-07,Contact,Email,Mobile,UK,Chrome,392,4,0,0,0,June,Saturday,6.53
S103638,2025-09-26,Blog,Email,Desktop,USA,Opera,85,2,0,0,0,September,Friday,1.42
S103639,2025-01-21,Home,Referral,Mobile,USA,Safari,249,9,0,1,0,January,Tuesday,4.15
S103640,2025-02-22,Pricing,Email,Desktop,France,Safari,18,3,0,1,0,February,Saturday,0.3
S103641,2025-10-02,Home,Social Media,Tablet,USA,Edge,116,4,0,0,0,October,Thursday,1.93
S103642,2025-11-09,Home,Paid Ads,Desktop,India,Firefox,862,14,0,0,0,November,Sunday,14.37
S103643,2025-10-08,Products,Paid Ads,Mobile,UK,Chrome,264,7,0,0,0,October,Wednesday,4.4
S103644,2025-08-02,Signup,Referral,Mobile,Germany,Safari,42,10,0,0,0,August,Saturday,0.7
S103645,2025-01-31,Home,Email,Desktop,Canada,Chrome,125,8,0,1,0,January,Friday,2.08
S103646,2025-12-03,Home,Organic Search,Desktop,UK,Chrome,47,8,0,1,0,December,Wednesday,0.78
S103647,2025-07-02,Home,Social Media,Mobile,India,Chrome,94,4,0,0,0,July,Wednesday,1.57
S103648,2025-01-23,Products,Organic Search,Desktop,India,Chrome,272,7,0,1,0,January,Thursday,4.53
S103649,2025-02-01,Blog,Organic Search,Mobile,India,Safari,265,10,0,1,0,February,Saturday,4.42
S103650,2025-03-15,Home,Organic Search,Desktop,India,Safari,46,1,1,1,0,March,Saturday,0.77
S103651,2025-01-10,Login,Paid Ads,Tablet,Germany,Chrome,459,6,0,0,0,January,Friday,7.65
S103652,2025-02-23,Login,Organic Search,Mobile,USA,Chrome,161,6,0,1,0,February,Sunday,2.68
S103653,2025-02-21,Pricing,Social Media,Desktop,USA,Chrome,86,6,0,0,0,February,Friday,1.43
S103654,2025-05-28,Products,Social Media,Desktop,Germany,Firefox,125,12,0,1,1,May,Wednesday,2.08
S103655,2025-06-09,Products,Organic Search,Desktop,USA,Chrome,167,2,0,0,0,June,Monday,2.78
S103656,2025-01-14,Products,Social Media,Desktop,India,Edge,147,8,0,1,0,January,Tuesday,2.45
S103657,2025-06-27,Blog,Social Media,Desktop,UK,Chrome,119,14,0,1,0,June,Friday,1.98
S103658,2025-02-22,Home,Paid Ads,Mobile,India,Opera,126,5,0,0,1,February,Saturday,2.1
S103659,2025-12-01,Pricing,Organic Search,Mobile,UK,Chrome,34,5,0,0,0,December,Monday,0.57
S103660,2025-01-22,Products,Organic Search,Desktop,Germany,Chrome,301,2,0,1,0,January,Wednesday,5.02
S103661,2025-01-30,Home,Social Media,Mobile,Canada,Chrome,140,4,0,1,0,January,Thursday,2.33
S103662,2025-07-10,About,Organic Search,Desktop,India,Chrome,25,12,0,1,0,July,Thursday,0.42
S103663,2025-09-17,Home,Organic Search,Desktop,USA,Chrome,261,9,0,0,0,September,Wednesday,4.35
S103664,2025-07-24,FAQ,Organic Search,Desktop,UK,Safari,485,9,0,0,0,July,Thursday,8.08
S103665,2025-02-28,Home,Social Media,Mobile,USA,Chrome,529,6,0,1,0,February,Friday,8.82
S103666,2025-09-21,Signup,Organic Search,Tablet,USA,Chrome,82,11,0,1,0,September,Sunday,1.37
S103667,2025-01-12,Blog,Social Media,Desktop,India,Chrome,26,9,0,0,0,January,Sunday,0.43
S103668,2025-04-29,Signup,Referral,Desktop,UK,Chrome,131,4,0,1,0,April,Tuesday,2.18
S103669,2025-10-17,Products,Email,Desktop,Canada,Chrome,21,11,0,0,0,October,Friday,0.35
S103670,2025-12-04,FAQ,Organic Search,Tablet,France,Opera,489,1,1,1,0,December,Thursday,8.15
S103671,2025-09-05,Home,Direct,Desktop,Australia,Chrome,36,2,0,1,0,September,Friday,0.6
S103672,2025-12-20,Blog,Organic Search,Mobile,India,Chrome,52,13,0,1,0,December,Saturday,0.87
S103673,2025-05-07,Home,Organic Search,Mobile,UK,Chrome,93,1,1,0,0,May,Wednesday,1.55
S103674,2025-03-16,Products,Organic Search,Desktop,USA,Firefox,86,8,0,0,0,March,Sunday,1.43
S103675,2025-12-27,Blog,Direct,Mobile,Canada,Chrome,284,9,0,1,0,December,Saturday,4.73
S103676,2025-07-23,Contact,Social Media,Desktop,Canada,Safari,109,10,0,1,1,July,Wednesday,1.82
S103677,2025-02-18,Products,Paid Ads,Mobile,France,Chrome,33,12,0,0,0,February,Tuesday,0.55
S103678,2025-03-20,Home,Paid Ads,Desktop,Australia,Chrome,55,6,0,0,0,March,Thursday,0.92
S103679,2025-08-29,Pricing,Organic Search,Tablet,USA,Chrome,128,2,0,0,0,August,Friday,2.13
S103680,2025-12-15,Products,Social Media,Mobile,Germany,Chrome,28,6,0,1,0,December,Monday,0.47
S103681,2025-06-03,Home,Organic Search,Mobile,France,Chrome,170,9,0,0,0,June,Tuesday,2.83
S103682,2025-10-01,FAQ,Social Media,Mobile,UK,Chrome,150,12,0,0,1,October,Wednesday,2.5
S103683,2025-04-06,Support,Organic Search,Mobile,Australia,Chrome,225,3,0,1,0,April,Sunday,3.75
S103684,2025-08-02,Signup,Paid Ads,Desktop,Canada,Firefox,499,9,0,1,0,August,Saturday,8.32
S103685,2025-10-21,Signup,Paid Ads,Desktop,UK,Chrome,437,2,0,1,0,October,Tuesday,7.28
S103686,2025-07-28,Home,Organic Search,Desktop,India,Chrome,525,11,0,0,0,July,Monday,8.75
S103687,2025-12-09,Support,Email,Mobile,India,Chrome,50,5,0,1,0,December,Tuesday,0.83
S103688,2025-03-29,Products,Social Media,Mobile,India,Chrome,25,11,0,0,1,March,Saturday,0.42
S103689,2025-11-02,Home,Direct,Tablet,USA,Chrome,64,2,0,0,0,November,Sunday,1.07
S103690,2025-09-21,Login,Social Media,Mobile,USA,Chrome,405,7,0,1,0,September,Sunday,6.75
S103691,2025-11-21,Home,Social Media,Mobile,UK,Chrome,643,11,0,1,0,November,Friday,10.72
S103692,2025-11-16,Blog,Paid Ads,Mobile,USA,Chrome,353,10,0,1,0,November,Sunday,5.88
S103693,2025-06-06,Home,Email,Tablet,France,Chrome,20,9,0,1,0,June,Friday,0.33
S103694,2025-06-05,Products,Social Media,Mobile,India,Chrome,530,7,0,1,0,June,Thursday,8.83
S103695,2025-05-19,Blog,Email,Desktop,Australia,Opera,99,12,0,0,0,May,Monday,1.65
S103696,2025-05-01,Products,Referral,Mobile,India,Chrome,5,5,0,1,0,May,Thursday,0.08
S103697,2025-03-06,Home,Organic Search,Mobile,UK,Firefox,105,4,0,0,0,March,Thursday,1.75
S103698,2025-04-17,Products,Organic Search,Mobile,UK,Firefox,8,12,0,1,0,April,Thursday,0.13
S103699,2025-05-27,Products,Email,Tablet,Germany,Safari,141,4,0,1,0,May,Tuesday,2.35
S103700,2025-05-17,About,Referral,Mobile,USA,Firefox,74,10,0,1,0,May,Saturday,1.23
S103701,2025-06-11,FAQ,Organic Search,Desktop,India,Chrome,115,8,0,0,0,June,Wednesday,1.92
S103702,2025-04-10,Products,Direct,Desktop,USA,Chrome,170,10,0,0,0,April,Thursday,2.83
S103703,2025-12-04,Signup,Organic Search,Desktop,India,Safari,365,13,0,1,0,December,Thursday,6.08
S103704,2025-11-03,Home,Email,Desktop,USA,Chrome,195,10,0,1,0,November,Monday,3.25
S103705,2025-05-21,Products,Paid Ads,Desktop,USA,Chrome,102,14,0,0,0,May,Wednesday,1.7
S103706,2025-03-24,Home,Direct,Mobile,UK,Chrome,308,10,0,0,0,March,Monday,5.13
S103707,2025-06-26,Products,Direct,Desktop,Australia,Chrome,424,10,0,0,0,June,Thursday,7.07
S103708,2025-07-17,Home,Paid Ads,Mobile,Canada,Safari,22,10,0,0,0,July,Thursday,0.37
S103709,2025-04-22,Products,Organic Search,Desktop,USA,Chrome,136,1,1,0,0,April,Tuesday,2.27
S103710,2025-02-25,Products,Paid Ads,Mobile,India,Firefox,60,5,0,0,0,February,Tuesday,1.0
S103711,2025-06-28,Home,Direct,Mobile,Germany,Chrome,8,14,0,0,0,June,Saturday,0.13
S103712,2025-07-05,Contact,Social Media,Mobile,USA,Chrome,198,2,0,1,0,July,Saturday,3.3
S103713,2025-08-06,Support,Direct,Desktop,USA,Chrome,357,13,0,1,0,August,Wednesday,5.95
S103714,2025-11-12,Home,Social Media,Mobile,UK,Chrome,32,11,0,0,0,November,Wednesday,0.53
S103715,2025-08-05,Pricing,Paid Ads,Desktop,UK,Chrome,301,9,0,1,0,August,Tuesday,5.02
S103716,2025-04-30,Pricing,Referral,Mobile,Canada,Chrome,345,7,0,0,0,April,Wednesday,5.75
S103717,2025-06-24,Products,Paid Ads,Desktop,France,Chrome,442,10,0,1,0,June,Tuesday,7.37
S103718,2025-01-23,Signup,Organic Search,Mobile,Canada,Firefox,55,8,0,1,0,January,Thursday,0.92
S103719,2025-08-01,Support,Organic Search,Desktop,Australia,Chrome,421,6,0,0,0,August,Friday,7.02
S103720,2025-08-23,Products,Direct,Mobile,Canada,Chrome,69,9,0,0,0,August,Saturday,1.15
S103721,2025-01-13,Pricing,Paid Ads,Mobile,India,Safari,144,6,0,1,1,January,Monday,2.4
S103722,2025-04-11,Pricing,Direct,Desktop,Australia,Chrome,9,7,0,0,0,April,Friday,0.15
S103723,2025-01-24,Products,Referral,Tablet,India,Chrome,8,7,0,0,0,January,Friday,0.13
S103724,2025-12-30,Products,Referral,Desktop,Germany,Safari,229,9,0,1,0,December,Tuesday,3.82
S103725,2025-01-11,FAQ,Social Media,Mobile,India,Firefox,105,11,0,0,0,January,Saturday,1.75
S103726,2025-09-30,Login,Paid Ads,Desktop,USA,Safari,53,8,0,1,0,September,Tuesday,0.88
S103727,2025-10-08,Home,Referral,Mobile,India,Chrome,38,13,0,1,0,October,Wednesday,0.63
S103728,2025-04-04,Home,Paid Ads,Mobile,USA,Opera,199,1,1,1,0,April,Friday,3.32
S103729,2025-07-20,FAQ,Social Media,Desktop,USA,Chrome,5,4,0,1,0,July,Sunday,0.08
S103730,2025-01-21,Home,Paid Ads,Desktop,India,Edge,295,7,0,1,0,January,Tuesday,4.92
S103731,2025-12-06,Pricing,Organic Search,Mobile,Australia,Edge,14,11,0,0,0,December,Saturday,0.23
S103732,2025-07-30,Home,Social Media,Mobile,Australia,Chrome,38,8,0,1,0,July,Wednesday,0.63
S103733,2025-05-20,Home,Organic Search,Tablet,Germany,Chrome,87,7,0,1,0,May,Tuesday,1.45
S103734,2025-10-20,Home,Organic Search,Desktop,Australia,Safari,119,12,0,1,0,October,Monday,1.98
S103735,2025-10-25,Products,Paid Ads,Desktop,Germany,Chrome,78,3,0,1,0,October,Saturday,1.3
S103736,2025-04-11,Home,Social Media,Mobile,Canada,Chrome,69,4,0,1,0,April,Friday,1.15
S103737,2025-10-31,Blog,Organic Search,Mobile,UK,Edge,597,12,0,1,0,October,Friday,9.95
S103738,2025-12-25,Contact,Direct,Tablet,UK,Chrome,184,7,0,0,0,December,Thursday,3.07
S103739,2025-01-28,Products,Referral,Desktop,Australia,Edge,5,8,0,0,0,January,Tuesday,0.08
S103740,2025-02-10,Pricing,Paid Ads,Desktop,USA,Firefox,101,7,0,1,0,February,Monday,1.68
S103741,2025-12-21,Products,Organic Search,Mobile,India,Safari,374,6,0,0,1,December,Sunday,6.23
S103742,2025-10-30,Products,Referral,Desktop,Germany,Chrome,64,9,0,0,1,October,Thursday,1.07
S103743,2025-05-26,Products,Direct,Mobile,India,Chrome,17,9,0,1,0,May,Monday,0.28
S103744,2025-09-13,Products,Social Media,Desktop,USA,Edge,255,11,0,1,0,September,Saturday,4.25
S103745,2025-08-15,Support,Social Media,Mobile,India,Chrome,167,13,0,1,0,August,Friday,2.78
S103746,2025-08-24,Pricing,Paid Ads,Mobile,Australia,Firefox,152,7,0,0,0,August,Sunday,2.53
S103747,2025-12-27,Products,Paid Ads,Desktop,France,Safari,9,8,0,0,0,December,Saturday,0.15
S103748,2025-01-13,Pricing,Organic Search,Desktop,India,Chrome,27,6,0,0,1,January,Monday,0.45
S103749,2025-07-29,Products,Social Media,Tablet,India,Firefox,175,1,1,1,0,July,Tuesday,2.92
S103750,2025-08-17,Home,Direct,Mobile,India,Chrome,41,1,1,1,0,August,Sunday,0.68
S103751,2025-04-10,Products,Direct,Mobile,UK,Chrome,126,6,0,1,0,April,Thursday,2.1
S103752,2025-01-31,Login,Social Media,Tablet,USA,Chrome,141,2,0,0,0,January,Friday,2.35
S103753,2025-01-16,Products,Direct,Desktop,USA,Firefox,60,14,0,0,0,January,Thursday,1.0
S103754,2025-05-17,Signup,Direct,Desktop,India,Safari,533,8,0,1,0,May,Saturday,8.88
S103755,2025-11-25,Products,Organic Search,Desktop,USA,Chrome,332,1,1,0,0,November,Tuesday,5.53
S103756,2025-06-15,Products,Social Media,Mobile,USA,Chrome,230,13,0,1,0,June,Sunday,3.83
S103757,2025-11-06,Support,Email,Mobile,UK,Chrome,14,2,0,0,0,November,Thursday,0.23
S103758,2025-04-10,Products,Direct,Mobile,India,Chrome,20,8,0,0,0,April,Thursday,0.33
S103759,2025-04-19,Login,Referral,Mobile,UK,Chrome,122,12,0,0,0,April,Saturday,2.03
S103760,2025-12-09,Login,Organic Search,Mobile,USA,Safari,31,6,0,1,0,December,Tuesday,0.52
S103761,2025-06-22,FAQ,Social Media,Desktop,USA,Opera,689,12,0,0,0,June,Sunday,11.48
S103762,2025-08-25,Home,Social Media,Desktop,USA,Chrome,31,10,0,1,0,August,Monday,0.52
S103763,2025-06-11,About,Organic Search,Desktop,UK,Firefox,120,2,0,1,0,June,Wednesday,2.0
S103764,2025-08-04,Login,Organic Search,Desktop,UK,Firefox,81,2,0,1,0,August,Monday,1.35
S103765,2025-09-21,Blog,Paid Ads,Desktop,Australia,Opera,183,11,0,1,0,September,Sunday,3.05
S103766,2025-09-20,Blog,Direct,Mobile,India,Chrome,24,14,0,1,1,September,Saturday,0.4
S103767,2025-10-19,Home,Direct,Desktop,India,Safari,101,7,0,1,0,October,Sunday,1.68
S103768,2025-10-01,About,Direct,Mobile,India,Edge,57,5,0,0,0,October,Wednesday,0.95
S103769,2025-01-03,Blog,Paid Ads,Mobile,USA,Edge,393,5,0,1,0,January,Friday,6.55
S103770,2025-01-28,About,Direct,Tablet,India,Chrome,7,8,0,0,0,January,Tuesday,0.12
S103771,2025-11-22,Home,Paid Ads,Mobile,India,Chrome,441,12,0,0,0,November,Saturday,7.35
S103772,2025-05-29,Home,Organic Search,Tablet,USA,Firefox,322,12,0,1,0,May,Thursday,5.37
S103773,2025-01-28,Home,Direct,Desktop,UK,Chrome,63,7,0,1,0,January,Tuesday,1.05
S103774,2025-11-06,Login,Organic Search,Desktop,Germany,Chrome,280,12,0,1,0,November,Thursday,4.67
S103775,2025-03-06,Pricing,Email,Mobile,USA,Chrome,5,14,0,1,0,March,Thursday,0.08
S103776,2025-12-22,Home,Email,Desktop,USA,Chrome,613,9,0,1,0,December,Monday,10.22
S103777,2025-01-21,Home,Direct,Mobile,Germany,Chrome,134,4,0,1,0,January,Tuesday,2.23
S103778,2025-09-09,Blog,Organic Search,Desktop,USA,Chrome,65,10,0,1,0,September,Tuesday,1.08
S103779,2025-08-23,Products,Direct,Mobile,Germany,Chrome,81,4,0,1,0,August,Saturday,1.35
S103780,2025-08-15,Login,Organic Search,Tablet,France,Chrome,12,2,0,0,1,August,Friday,0.2
S103781,2025-01-13,Login,Direct,Desktop,Canada,Chrome,817,3,0,0,0,January,Monday,13.62
S103782,2025-11-09,Signup,Paid Ads,Tablet,USA,Safari,7,1,1,1,0,November,Sunday,0.12
S103783,2025-02-18,Blog,Email,Desktop,UK,Chrome,191,1,1,1,0,February,Tuesday,3.18
